Linux 6.8.0-55-generic (ubuntu) 	29/05/26 	_x86_64_	(8 CPU)

15:48:54     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:19       1    1,01    0,00    1,01    1,01    0,00    0,00    0,00    0,00    0,00   96,97
15:49:19       2    2,04    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   95,92
15:49:19       3    1,01    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,99
15:49:19       4    1,01    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,99
15:49:19       5    1,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   97,00
15:49:19       6    5,05    0,00    3,03    0,00    0,00    1,01    0,00    0,00    0,00   90,91
15:49:19       7    0,00    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   98,99

15:49:19     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:20     all    2,26    0,00    1,63    0,13    0,00    0,13    0,00    0,00    0,00   95,86
15:49:20       0    3,00    0,00    4,00    0,00    0,00    0,00    0,00    0,00    0,00   93,00
15:49:20       1    2,00    0,00    1,00    0,00    0,00    1,00    0,00    0,00    0,00   96,00
15:49:20       2    1,98    0,00    2,97    0,99    0,00    0,00    0,00    0,00    0,00   94,06
15:49:20       3    1,01    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   96,97
15:49:20       4    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
15:49:20       5    0,99    0,00    0,99    0,00    0,00    0,00    0,00    0,00    0,00   98,02
15:49:20       6    6,12    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   92,86
15:49:20       7    1,01    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,99

15:49:20     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:21     all    3,53    0,00    3,15    0,13    0,00    0,13    0,00    0,00    0,00   93,07
15:49:21       0    3,00    0,00    2,00    1,00    0,00    1,00    0,00    0,00    0,00   93,00
15:49:21       1    1,02    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   95,92
15:49:21       2    4,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   93,00
15:49:21       3    4,04    0,00    4,04    0,00    0,00    0,00    0,00    0,00    0,00   91,92
15:49:21       4    2,02    0,00    4,04    0,00    0,00    0,00    0,00    0,00    0,00   93,94
15:49:21       5    4,08    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   93,88
15:49:21       6    6,00    0,00    4,00    0,00    0,00    0,00    0,00    0,00    0,00   90,00
15:49:21       7    4,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   93,00

15:49:21     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:22     all    2,65    0,00    2,28    0,00    0,00    0,25    0,00    0,00    0,00   94,82
15:49:22       0    7,07    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   90,91
15:49:22       1    2,02    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   95,96
15:49:22       2    1,02    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   95,92
15:49:22       3    2,00    0,00    3,00    0,00    0,00    1,00    0,00    0,00    0,00   94,00
