frame_index,adu_index,time_epoch,time_s,src_ip,dst_ip,src_port,dst_port,tcp_flags,tcp_seq,tcp_ack,direction,client_ip,server_ip,client_port,server_port,transaction_id,unit_id,function_code,function_base,function_name,is_exception,exception_code,exception_name,start_addr,quantity,byte_count,write_value,tcp_payload_bytes,adu_bytes,pdu_hex,parse_note,register_signature
45888,1,1780088147.1366932,411.38889050483704,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655995500,2098368067,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,145,1,3,3,Read Holding Registers,False,,,,,246.0,,255,255,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
45889,1,1780088147.1376407,411.3898379802704,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,PA,3244933816,1281825097,Query,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,247,1,3,3,Read Holding Registers,False,,,97.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|addr=97|qty=1
45890,1,1780088147.1384509,411.3906481266022,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098368067,655995755,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,146,1,3,3,Read Holding Registers,False,,,125.0,88.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=125|qty=88
45891,1,1780088147.141619,411.3938162326813,PRIVATE_IP_009,PRIVATE_IP_001,502,36786,PA,15263168,1132984941,Response,PRIVATE_IP_001,PRIVATE_IP_009,36786,502,116,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_009|U1|FC3|no_addr
45893,1,1780088147.142313,411.39451026916504,PRIVATE_IP_015,PRIVATE_IP_001,502,59144,PA,2113729945,3339729453,Response,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,128,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
45894,1,1780088147.1438093,411.3960065841675,PRIVATE_IP_013,PRIVATE_IP_001,502,55738,PA,12885413,23870125,Response,PRIVATE_IP_001,PRIVATE_IP_013,55738,502,116,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_013|U1|FC3|no_addr
45896,1,1780088147.1446705,411.3968677520752,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655995755,2098368079,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,146,1,3,3,Read Holding Registers,False,,,,,176.0,,185,185,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
45897,1,1780088147.14851,411.40070724487305,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,PA,1281825097,3244933828,Response,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,247,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|no_addr
45909,1,1780088147.9247882,412.17698550224304,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,PA,1689235146,3476898538,Query,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,232,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|addr=0|qty=100
45910,1,1780088147.9299898,412.1821870803833,PRIVATE_IP_020,PRIVATE_IP_001,502,44326,PA,3476898538,1689235158,Response,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,232,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|no_addr
45912,1,1780088147.93771,412.1899073123932,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,PA,2444401488,109858245,Query,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,232,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|addr=0|qty=100
45913,1,1780088147.9406753,412.1928725242615,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,PA,917167781,659797412,Query,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,232,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|addr=0|qty=100
45914,1,1780088147.9410477,412.19324493408203,PRIVATE_IP_018,PRIVATE_IP_001,502,38884,PA,109858245,2444401500,Response,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,232,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|no_addr
45916,1,1780088147.9459357,412.19813299179077,PRIVATE_IP_019,PRIVATE_IP_001,502,59748,PA,659797412,917167793,Response,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,232,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|no_addr
45921,1,1780088148.052287,412.3044843673706,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,PA,2556267892,138365269,Query,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,232,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|addr=0|qty=100
45922,1,1780088148.05643,412.30862736701965,PRIVATE_IP_017,PRIVATE_IP_001,502,57898,PA,138365269,2556267904,Response,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,232,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|no_addr
45974,1,1780088148.1094794,412.36167669296265,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,PA,1198450639,1313023731,Query,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,243,1,3,3,Read Holding Registers,False,,,53.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|addr=53|qty=1
45975,1,1780088148.1095312,412.3617284297943,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,PA,3481322270,1651348137,Query,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,243,1,3,3,Read Holding Registers,False,,,24.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|addr=24|qty=1
45976,1,1780088148.1095636,412.36176085472107,PRIVATE_IP_001,PRIVATE_IP_019,59746,502,PA,1024052584,3253448197,Query,PRIVATE_IP_001,PRIVATE_IP_019,59746,502,245,1,3,3,Read Holding Registers,False,,,0.0,76.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|addr=0|qty=76
45977,1,1780088148.1096015,412.36179876327515,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,PA,1278069399,557858490,Query,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,211,1,3,3,Read Holding Registers,False,,,1.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_016|U1|FC3|addr=1|qty=1
45978,1,1780088148.1096342,412.3618314266205,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,PA,3244933828,1281825108,Query,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,248,1,3,3,Read Holding Registers,False,,,94.0,75.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|addr=94|qty=75
45979,1,1780088148.1125166,412.3647139072418,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,PA,1828321293,9923706,Query,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,204,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_012|U1|FC3|addr=0|qty=22
45980,1,1780088148.1125877,412.3647849559784,PRIVATE_IP_018,PRIVATE_IP_001,502,38980,PA,1313023731,1198450651,Response,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,243,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|no_addr
45982,1,1780088148.1127076,412.3649048805237,PRIVATE_IP_017,PRIVATE_IP_001,502,57952,PA,1651348137,3481322282,Response,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,243,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|no_addr
45988,1,1780088148.1148195,412.36701679229736,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,PA,1281825108,3244933840,Response,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,248,1,3,3,Read Holding Registers,False,,,,,150.0,,159,159,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|no_addr
45990,1,1780088148.1151044,412.3673017024994,PRIVATE_IP_019,PRIVATE_IP_001,502,59746,PA,3253448197,1024052596,Response,PRIVATE_IP_001,PRIVATE_IP_019,59746,502,245,1,3,3,Read Holding Registers,False,,,,,152.0,,161,161,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|no_addr
45994,1,1780088148.121235,412.3734321594238,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,PA,1250299530,4223043993,Query,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,233,1,4,4,Read Input Registers,False,,,0.0,30.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|addr=0|qty=30
45995,1,1780088148.1213171,412.3735144138336,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098368079,655995940,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,147,1,3,3,Read Holding Registers,False,,,301.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=301|qty=22
45996,1,1780088148.1236858,412.375883102417,PRIVATE_IP_025,PRIVATE_IP_001,502,36268,PA,4223043993,1250299542,Response,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,233,1,4,4,Read Input Registers,False,,,,,60.0,,69,69,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|no_addr
45998,1,1780088148.125365,412.3775622844696,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655995940,2098368091,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,147,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
46000,1,1780088148.1274974,412.3796947002411,PRIVATE_IP_016,PRIVATE_IP_001,502,34020,PA,557858490,1278069411,Response,PRIVATE_IP_001,PRIVATE_IP_016,34020,502,211,1,131,3,Exception of Read Holding Registers,True,2.0,Illegal Data Address,,,,,9,9,REDACTED_PAYLOAD,exception,PRIVATE_IP_016|U1|FC3|no_addr
46002,1,1780088148.1298418,412.3820390701294,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098368091,655995993,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,148,1,3,3,Read Holding Registers,False,,,2.0,123.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=2|qty=123
46003,1,1780088148.1317306,412.38392782211304,PRIVATE_IP_012,PRIVATE_IP_001,502,58538,PA,9923706,1828321305,Response,PRIVATE_IP_001,PRIVATE_IP_012,58538,502,204,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_012|U1|FC3|no_addr
46005,1,1780088148.1368334,412.38903069496155,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655995993,2098368103,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,148,1,3,3,Read Holding Registers,False,,,,,246.0,,255,255,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
46006,1,1780088148.138454,412.3906512260437,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098368103,655996248,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,149,1,3,3,Read Holding Registers,False,,,125.0,88.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=125|qty=88
46007,1,1780088148.1436825,412.3958797454834,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655996248,2098368115,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,149,1,3,3,Read Holding Registers,False,,,,,176.0,,185,185,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
46017,1,1780088148.9245126,413.1767098903656,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,PA,1689235158,3476898747,Query,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,233,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|addr=0|qty=100
46018,1,1780088148.9300928,413.1822900772095,PRIVATE_IP_020,PRIVATE_IP_001,502,44326,PA,3476898747,1689235170,Response,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,233,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|no_addr
46020,1,1780088148.9370253,413.189222574234,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,PA,2444401500,109858454,Query,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,233,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|addr=0|qty=100
46021,1,1780088148.9404745,413.19267177581787,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,PA,917167793,659797621,Query,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,233,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|addr=0|qty=100
46022,1,1780088148.9410386,413.193235874176,PRIVATE_IP_018,PRIVATE_IP_001,502,38884,PA,109858454,2444401512,Response,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,233,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|no_addr
46024,1,1780088148.945409,413.19760632514954,PRIVATE_IP_019,PRIVATE_IP_001,502,59748,PA,659797621,917167805,Response,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,233,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|no_addr
46028,1,1780088149.0522554,413.3044526576996,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,PA,2556267904,138365478,Query,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,233,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|addr=0|qty=100
46029,1,1780088149.05631,413.3085072040558,PRIVATE_IP_017,PRIVATE_IP_001,502,57898,PA,138365478,2556267916,Response,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,233,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|no_addr
46088,1,1780088149.1250947,413.3772919178009,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,PA,3339729453,2113729956,Query,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,129,1,3,3,Read Holding Registers,False,,,1.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=1|qty=1
46089,1,1780088149.1252,413.37739729881287,PRIVATE_IP_001,PRIVATE_IP_022,53918,502,PA,3061732190,6021056,Query,PRIVATE_IP_001,PRIVATE_IP_022,53918,502,117,1,3,3,Read Holding Registers,False,,,0.0,36.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_022|U1|FC3|addr=0|qty=36
46090,1,1780088149.1252463,413.3774435520172,PRIVATE_IP_001,PRIVATE_IP_014,39332,502,PA,2299195965,12485326,Query,PRIVATE_IP_001,PRIVATE_IP_014,39332,502,117,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_014|U1|FC3|addr=0|qty=22
46091,1,1780088149.1253014,413.377498626709,PRIVATE_IP_001,PRIVATE_IP_009,36786,502,PA,1132984941,15263221,Query,PRIVATE_IP_001,PRIVATE_IP_009,36786,502,117,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_009|U1|FC3|addr=0|qty=22
46092,1,1780088149.125346,413.3775432109833,PRIVATE_IP_001,PRIVATE_IP_013,55738,502,PA,23870125,12885466,Query,PRIVATE_IP_001,PRIVATE_IP_013,55738,502,117,1,3,3,Read Holding Registers,False,,,0.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_013|U1|FC3|addr=0|qty=22
46093,1,1780088149.1254003,413.3775975704193,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,PA,3244933840,1281825267,Query,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,249,1,3,3,Read Holding Registers,False,,,0.0,75.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|addr=0|qty=75
46094,1,1780088149.1254454,413.37764263153076,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,PA,1250299542,4223044062,Query,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,234,1,4,4,Read Input Registers,False,,,0.0,30.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|addr=0|qty=30
46095,1,1780088149.1255045,413.3777017593384,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098368115,655996433,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,150,1,3,3,Read Holding Registers,False,,,301.0,22.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=301|qty=22
46099,1,1780088149.127515,413.37971234321594,PRIVATE_IP_025,PRIVATE_IP_001,502,36268,PA,4223044062,1250299554,Response,PRIVATE_IP_001,PRIVATE_IP_025,36268,502,234,1,4,4,Read Input Registers,False,,,,,60.0,,69,69,REDACTED_PAYLOAD,ok,PRIVATE_IP_025|U1|FC4|no_addr
46101,1,1780088149.1278577,413.3800549507141,PRIVATE_IP_022,PRIVATE_IP_001,502,53918,PA,6021056,3061732202,Response,PRIVATE_IP_001,PRIVATE_IP_022,53918,502,117,1,3,3,Read Holding Registers,False,,,,,72.0,,81,81,REDACTED_PAYLOAD,ok,PRIVATE_IP_022|U1|FC3|no_addr
46103,1,1780088149.1303415,413.3825387954712,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655996433,2098368127,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,150,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
46105,1,1780088149.1314921,413.38368940353394,PRIVATE_IP_015,PRIVATE_IP_001,502,59144,PA,2113729956,3339729465,Response,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,129,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
46107,1,1780088149.1318712,413.3840684890747,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,PA,1281825267,3244933852,Response,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,249,1,3,3,Read Holding Registers,False,,,,,150.0,,159,159,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|no_addr
46109,1,1780088149.1332633,413.3854606151581,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098368127,655996486,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,151,1,3,3,Read Holding Registers,False,,,2.0,123.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=2|qty=123
46110,1,1780088149.134455,413.38665223121643,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,PA,3339729465,2113729967,Query,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,130,1,3,3,Read Holding Registers,False,,,215.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=215|qty=1
46111,1,1780088149.134501,413.3866982460022,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,PA,3244933852,1281825426,Query,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,250,1,3,3,Read Holding Registers,False,,,3.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|addr=3|qty=1
46112,1,1780088149.1400344,413.39223170280457,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655996486,2098368139,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,151,1,3,3,Read Holding Registers,False,,,,,246.0,,255,255,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
46113,1,1780088149.1404517,413.392648935318,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,PA,1281825426,3244933864,Response,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,250,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|no_addr
46114,1,1780088149.1433465,413.39554381370544,PRIVATE_IP_015,PRIVATE_IP_001,502,59144,PA,2113729967,3339729477,Response,PRIVATE_IP_001,PRIVATE_IP_015,59144,502,130,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
46115,1,1780088149.143956,413.3961532115936,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,PA,2098368139,655996741,Query,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,152,1,3,3,Read Holding Registers,False,,,125.0,88.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|addr=125|qty=88
46116,1,1780088149.14396,413.3961572647095,PRIVATE_IP_009,PRIVATE_IP_001,502,36786,PA,15263221,1132984953,Response,PRIVATE_IP_001,PRIVATE_IP_009,36786,502,117,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_009|U1|FC3|no_addr
46117,1,1780088149.1439898,413.39618706703186,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,PA,3244933864,1281825437,Query,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,251,1,3,3,Read Holding Registers,False,,,97.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|addr=97|qty=1
46119,1,1780088149.144682,413.396879196167,PRIVATE_IP_013,PRIVATE_IP_001,502,55738,PA,12885466,23870137,Response,PRIVATE_IP_001,PRIVATE_IP_013,55738,502,117,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_013|U1|FC3|no_addr
46121,1,1780088149.1486013,413.40079855918884,PRIVATE_IP_015,PRIVATE_IP_001,502,59014,PA,655996741,2098368151,Response,PRIVATE_IP_001,PRIVATE_IP_015,59014,502,152,1,3,3,Read Holding Registers,False,,,,,176.0,,185,185,REDACTED_PAYLOAD,ok,PRIVATE_IP_015|U1|FC3|no_addr
46122,1,1780088149.1504376,413.4026348590851,PRIVATE_IP_021,PRIVATE_IP_001,502,43314,PA,1281825437,3244933876,Response,PRIVATE_IP_001,PRIVATE_IP_021,43314,502,251,1,3,3,Read Holding Registers,False,,,,,2.0,,11,11,REDACTED_PAYLOAD,ok,PRIVATE_IP_021|U1|FC3|no_addr
46123,1,1780088149.1507733,413.40297055244446,PRIVATE_IP_014,PRIVATE_IP_001,502,39332,PA,12485326,2299195977,Response,PRIVATE_IP_001,PRIVATE_IP_014,39332,502,117,1,3,3,Read Holding Registers,False,,,,,44.0,,53,53,REDACTED_PAYLOAD,ok,PRIVATE_IP_014|U1|FC3|no_addr
46137,1,1780088149.92625,414.1784472465515,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,PA,1689235170,3476898956,Query,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,234,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|addr=0|qty=100
46138,1,1780088149.9310057,414.18320298194885,PRIVATE_IP_020,PRIVATE_IP_001,502,44326,PA,3476898956,1689235182,Response,PRIVATE_IP_001,PRIVATE_IP_020,44326,502,234,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_020|U1|FC3|no_addr
46140,1,1780088149.9398563,414.19205355644226,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,PA,2444401512,109858663,Query,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,234,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|addr=0|qty=100
46141,1,1780088149.9403749,414.1925721168518,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,PA,917167805,659797830,Query,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,234,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|addr=0|qty=100
46142,1,1780088149.9450698,414.1972670555115,PRIVATE_IP_018,PRIVATE_IP_001,502,38884,PA,109858663,2444401524,Response,PRIVATE_IP_001,PRIVATE_IP_018,38884,502,234,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|no_addr
46144,1,1780088149.9453475,414.1975448131561,PRIVATE_IP_019,PRIVATE_IP_001,502,59748,PA,659797830,917167817,Response,PRIVATE_IP_001,PRIVATE_IP_019,59748,502,234,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_019|U1|FC3|no_addr
46148,1,1780088150.0520067,414.3042039871216,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,PA,2556267916,138365687,Query,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,234,1,3,3,Read Holding Registers,False,,,0.0,100.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|addr=0|qty=100
46149,1,1780088150.0563667,414.3085639476776,PRIVATE_IP_017,PRIVATE_IP_001,502,57898,PA,138365687,2556267928,Response,PRIVATE_IP_001,PRIVATE_IP_017,57898,502,234,1,3,3,Read Holding Registers,False,,,,,200.0,,209,209,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|no_addr
46203,1,1780088150.1127963,414.3649935722351,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,PA,1198450651,1313023742,Query,PRIVATE_IP_001,PRIVATE_IP_018,38980,502,244,1,3,3,Read Holding Registers,False,,,53.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_018|U1|FC3|addr=53|qty=1
46204,1,1780088150.1128922,414.3650894165039,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,PA,3481322282,1651348148,Query,PRIVATE_IP_001,PRIVATE_IP_017,57952,502,244,1,3,3,Read Holding Registers,False,,,24.0,1.0,,,12,12,REDACTED_PAYLOAD,ok,PRIVATE_IP_017|U1|FC3|addr=24|qty=1
