Linux 6.8.0-55-generic (ubuntu) 	24/06/26 	_x86_64_	(8 CPU)

16:03:31        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
16:06:54        all      9,10      0,00      2,15      0,13      0,00      0,00      0,25      0,00      0,00     88,37
16:06:55        all      7,33      0,00      4,80      0,13      0,00      0,00      0,13      0,00      0,00     87,61
16:06:56        all      5,29      0,00      2,39      0,13      0,00      0,00      0,38      0,00      0,00     91,81
16:06:57        all      4,42      0,00      2,15      0,13      0,00      0,00      0,00      0,00      0,00     93,31
16:06:58        all      4,79      0,00      1,76      0,13      0,00      0,00      0,50      0,00      0,00     92,82
16:06:59        all      3,91      0,00      1,89      0,13      0,00      0,00      0,38      0,00      0,00     93,69
16:07:00        all      7,33      0,00      4,68      0,00      0,00      0,00      0,25      0,00      0,00     87,74
16:07:01        all      4,80      0,00      2,90      0,13      0,00      0,00      0,25      0,00      0,00     91,92
16:07:02        all      4,53      0,00      2,39      0,00      0,00      0,00      0,38      0,00      0,00     92,70
16:07:03        all      4,31      0,00      1,77      0,13      0,00      0,00      0,13      0,00      0,00     93,66
16:07:04        all      4,65      0,00      2,26      0,13      0,00      0,00      0,50      0,00      0,00     92,46
16:07:05        all      4,91      0,00      1,76      0,13      0,00      0,00      0,13      0,00      0,00     93,07
16:07:06        all     11,18      0,00      3,81      0,25      0,00      0,00      0,25      0,00      0,00     84,50
16:07:07        all      4,17      0,00      2,15      0,00      0,00      0,00      0,13      0,00      0,00     93,56
16:07:08        all      5,82      0,00      2,53      0,00      0,00      0,00      0,25      0,00      0,00     91,39
16:07:09        all      4,40      0,00      2,01      0,13      0,00      0,00      0,38      0,00      0,00     93,09
16:07:10        all      5,17      0,00      2,02      0,13      0,00      0,00      0,00      0,00      0,00     92,69
16:07:11        all      6,07      0,00      3,79      0,00      0,00      0,00      0,38      0,00      0,00     89,76
16:07:12        all      4,66      0,00      2,02      0,25      0,00      0,00      0,13      0,00      0,00     92,95
16:07:13        all      4,18      0,00      1,77      0,00      0,00      0,00      0,25      0,00      0,00     93,79
16:07:14        all      4,65      0,00      2,14      0,00      0,00      0,00      0,25      0,00      0,00     92,96
16:07:15        all      4,42      0,00      1,77      0,00      0,00      0,00      0,13      0,00      0,00     93,69
16:07:16        all      6,81      0,00      4,29      0,00      0,00      0,00      0,38      0,00      0,00     88,52
16:07:17        all      4,91      0,00      2,14      0,25      0,00      0,00      0,38      0,00      0,00     92,33
16:07:18        all      9,60      0,00      3,28      0,13      0,00      0,00      0,13      0,00      0,00     86,87
16:07:19        all      4,80      0,00      2,28      0,00      0,00      0,00      0,38      0,00      0,00     92,54
16:07:20        all      4,54      0,00      2,14      0,38      0,00      0,00      0,13      0,00      0,00     92,81
16:07:21        all      5,93      0,00      3,66      0,13      0,00      0,00      0,50      0,00      0,00     89,79
16:07:22        all      5,79      0,00      2,39      0,00      0,00      0,00      0,25      0,00      0,00     91,57
16:07:23        all      4,54      0,00      2,52      0,13      0,00      0,00      0,25      0,00      0,00     92,56
16:07:24        all      4,80      0,00      2,02      0,00      0,00      0,00      0,25      0,00      0,00     92,93
16:07:25        all      6,06      0,00      3,41      0,13      0,00      0,00      0,25      0,00      0,00     90,15
16:07:26        all      5,68      0,00      2,78      0,00      0,00      0,00      0,13      0,00      0,00     91,41
16:07:27        all      5,94      0,00      3,67      0,25      0,00      0,00      0,38      0,00      0,00     89,76
16:07:28        all     10,08      0,00      2,52      0,00      0,00      0,00      0,50      0,00      0,00     86,90
16:07:29        all      4,41      0,00      2,14      0,00      0,00      0,00      0,25      0,00      0,00     93,19
16:07:30        all      4,79      0,00      2,02      0,25      0,00      0,00      0,38      0,00      0,00     92,56
16:07:31        all      5,18      0,00      2,15      0,00      0,00      0,00      0,25      0,00      0,00     92,42
16:07:32        all      5,90      0,00      3,76      0,00      0,00      0,00      0,50      0,00      0,00     89,84
16:07:33        all      4,82      0,00      2,41      0,13      0,00      0,00      0,00      0,00      0,00     92,65
16:07:34        all      4,41      0,00      1,64      0,13      0,00      0,00      0,38      0,00      0,00     93,45
16:07:35        all      4,92      0,00      2,15      0,13      0,00      0,00      0,25      0,00      0,00     92,55
16:07:36        all      4,04      0,00      1,89      0,13      0,00      0,00      0,25      0,00      0,00     93,69
16:07:37        all      5,94      0,00      3,54      0,00      0,00      0,00      0,25      0,00      0,00     90,27
16:07:38        all      5,42      0,00      2,90      0,25      0,00      0,00      0,25      0,00      0,00     91,17
16:07:39        all      9,60      0,00      2,02      0,13      0,00      0,00      0,38      0,00      0,00     87,88
16:07:40        all      4,65      0,00      2,52      0,13      0,00      0,00      0,13      0,00      0,00     92,58
